"key.0","value"
"Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Relationships-Relationships-Relationships-Relationships-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Health",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-Health-Health",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Health",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health",2
"Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Foundations-Foundations",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Health",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Foundations-Foundations-Foundations-Foundations-MindfulEating-MindfulEating",1
"Foundations-Foundations-Foundations-Foundations-Foundations-MindfulEating-MindfulEating-MindfulEating",1
"Foundations-Foundations-Foundations-Foundations-Foundations-MindfulEating-MindfulEating-MindfulEating-MindfulEating-MindfulEating-Career-Career-Career-Career-Career",1
"Foundations-Foundations-Foundations-Foundations-Foundations-Relationships-Relationships-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Foundations-Foundations-Foundations-Health-Health-Health-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-Health-Health-Health-Health-Health-Health-Foundations-Foundations-EssentialsofWellbeing",1
"Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Foundations-Foundations-Health-Health",1
"Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health",1
"Foundations-Foundations-Foundations-Health-Health",1
"Foundations-Foundations-Foundations-Health-Health-Health",1
"Foundations-Foundations-Foundations-Health-Health-Health-EssentialsofWellbeing-EssentialsofWellbeing",1
"Foundations-Foundations-Foundations-Health-Health-Health-Health",1
"Foundations-Foundations-Foundations-Health-Health-Health-Health-Health-Foundations",1
"Foundations-Foundations-Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations",1
"Foundations-Foundations-Foundations-Relationships-Relationships",1
"Foundations-Foundations-Foundations-Relationships-Relationships-Relationships-Relationships",1
"Foundations-Foundations-Health-Health",1
"Foundations-Foundations-Health-Health-Foundations-Foundations-Foundations",1
"Foundations-Foundations-Health-Health-Health",1
"Foundations-Foundations-Health-Health-Health-Health-Health",2
"Foundations-Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Health-Health-Health-Health-Health",1
"Foundations-Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health",1
"Foundations-Foundations-MindfulEating-MindfulEating-MindfulEating",1
"Foundations-Foundations-MindfulEating-MindfulEating-MindfulEating-Health-Health",1
"Foundations-Health-Health-Career-Career-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Health-Health-Health-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Health-Health-Health-Health",1
"Foundations-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations",1
"Foundations-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health",1
"Foundations-MindfulEating-MindfulEating-MindfulEating-Relationships-Relationships-Foundations-Foundations-Foundations-Foundations-Relationships-Relationships-Relationships-Relationships-Relationships-MindfulEating-MindfulEating-MindfulEating-MindfulEating-MindfulEating",1
"Foundations-Relationships-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health",18
"Health-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health",24
"Health-Health-Foundations",1
"Health-Health-Foundations-Foundations",2
"Health-Health-Foundations-Foundations-Foundations",1
"Health-Health-Foundations-Foundations-Foundations-Foundations",2
"Health-Health-Health",22
"Health-Health-Health-EssentialsofWellbeing-EssentialsofWellbeing",1
"Health-Health-Health-Foundations-Foundations",2
"Health-Health-Health-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",2
"Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",2
"Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health",1
"Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health-Health",7
"Health-Health-Health-Health-Health-Foundations-Foundations",1
"Health-Health-Health-Health-Health-Health",1
"Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health-Health-Health-Health",1
"Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-911-911-Health-Health-Health-Health-Foundations-Foundations-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-MindfulEating-MindfulEating-Foundations-Foundations-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-911-911-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Health-Health-Health-Foundations-Foundations-Foundations-Health-Health-Health-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-Relationships-Relationships-Relationships-Relationships-Relationships-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-EssentialsofWellbeing-Health-Health-Health-Health-Health-Health",1
"Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Health-Health-Health",1
"Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health",1
"Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-EssentialsofWellbeing-EssentialsofWellbeing",1
"Health-Health-MindfulEating-MindfulEating-Health-Health-Relationships-Relationships-Relationships-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"MindfulEating",1
"MindfulEating-Foundations-Foundations-Foundations",1
"MindfulEating-MindfulEating",5
"MindfulEating-MindfulEating-Foundations-Foundations-Foundations",1
"MindfulEating-MindfulEating-Foundations-Foundations-Foundations-Foundations",1
"MindfulEating-MindfulEating-MindfulEating",6
"MindfulEating-MindfulEating-MindfulEating-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Career-Career-Foundations-Foundations-Foundations",1
"MindfulEating-MindfulEating-MindfulEating-MindfulEating",1
"MindfulEating-MindfulEating-MindfulEating-MindfulEating-MindfulEating-MindfulEating",2
"MindfulEating-MindfulEating-Relationships-Relationships-Career-Career-Foundations-Foundations",1
"Pregnancy&Infancy",1
"Pregnancy&Infancy-Pregnancy&Infancy",3
"Pregnancy&Infancy-Pregnancy&Infancy-Health-Health-Health",1
"Pregnancy&Infancy-Pregnancy&Infancy-Pregnancy&Infancy-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health",1
"Pregnancy&Infancy-Pregnancy&Infancy-Pregnancy&Infancy-Pregnancy&Infancy-Pregnancy&Infancy-Health-Health-Health-Health-Health-Health-Health-Health-Health-911-911-911-MindfulEating-MindfulEating-MindfulEating",1
"Relationships",1
"Relationships-Relationships",6
"Relationships-Relationships-Career-Career-Career-Career-Career",1
"Relationships-Relationships-Foundations-Foundations-Foundations",1
"Relationships-Relationships-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Relationships-Relationships-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Relationships-Relationships-Relationships",4
"Relationships-Relationships-Relationships-Career-Career",1
"Relationships-Relationships-Relationships-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Relationships-Relationships-Relationships-Relationships-Health-Health-Health-Health-Health-Health-Health-Foundations-Foundations-Foundations-Foundations-Foundations",1
"Relationships-Relationships-Relationships-Relationships-Relationships-Health-Health-Health-Relationships-Relationships-Relationships-Relationships-Relationships-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Foundations-Career-Career-Career-Career-Career-Relationships-Relationships",1
"Relationships-Relationships-Relationships-Relationships-Relationships-Relationships",1
"Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships",1
"Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-911-911-911-Health-Health-Health-Health-Health-Health",1
"Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Relationships-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health-Health",1
